[0] trade: price=9089.220000, volume=127
[1150] trade: price=9850.620000, volume=224
[1151] trade: price=9434.690000, volume=142
[1152] trade: price=9850.620000, volume=8
[1153] trade: price=10008.540000, volume=89
[1154] trade: price=9489.070000, volume=224
[1155] trade: price=9489.070000, volume=31
[1156] trade: price=9489.070000, volume=94
[1157] trade: price=9434.690000, volume=209
[1158] trade: price=9434.690000, volume=36
[1159] trade: price=9434.690000, volume=239
[1160] trade: price=9434.690000, volume=101
[1161] trade: price=9434.690000, volume=112
[1162] trade: price=9434.690000, volume=218
[1163] trade: price=9489.070000, volume=88
[1164] trade: price=9434.690000, volume=4
[1165] trade: price=9489.070000, volume=34
[1166] trade: price=10008.540000, volume=36
[1167] trade: price=9878.730000, volume=177
[1168] trade: price=9905.730000, volume=121
[1169] trade: price=9878.730000, volume=73
[1170] trade: price=9878.730000, volume=123
[1171] trade: price=9878.730000, volume=146
[1172] trade: price=9878.730000, volume=18
[1173] trade: price=9905.730000, volume=62
[1174] trade: price=9973.970000, volume=166
[1175] trade: price=9824.770000, volume=182
[1176] trade: price=9824.770000, volume=216
[1177] trade: price=9994.230000, volume=52
[1178] trade: price=9994.230000, volume=142
[1179] trade: price=9994.230000, volume=43
[1180] trade: price=10008.540000, volume=94
[1181] trade: price=10008.540000, volume=30
[1182] trade: price=10077.480000, volume=210
[1183] trade: price=10077.480000, volume=64
[1184] trade: price=10077.480000, volume=27
[1185] trade: price=10077.480000, volume=52
[1186] trade: price=10077.480000, volume=29
[1187] trade: price=10077.480000, volume=261
[1188] trade: price=10077.480000, volume=90
[1189] trade: price=10077.480000, volume=23
[1190] trade: price=9855.500000, volume=271
[1191] trade: price=9961.460000, volume=23
[1192] trade: price=9969.850000, volume=86
[1193] trade: price=9969.850000, volume=163
[1194] trade: price=9969.850000, volume=138
[1195] trade: price=9969.850000, volume=208
[1196] trade: price=9934.390000, volume=105
[1197] trade: price=10047.540000, volume=71
[1198] trade: price=10073.090000, volume=78
[1199] trade: price=10005.990000, volume=305
[1200] trade: price=10005.990000, volume=12
[1201] trade: price=10045.360000, volume=55
[1202] trade: price=9962.540000, volume=24
[1203] trade: price=9858.190000, volume=322
[1204] trade: price=9858.190000, volume=18
[1205] trade: price=10045.360000, volume=240
[1206] trade: price=10045.360000, volume=32
[1207] trade: price=10045.360000, volume=8
[1208] trade: price=9858.190000, volume=245
[1209] trade: price=9858.190000, volume=154
[1210] trade: price=10024.030000, volume=70
[1211] trade: price=10024.030000, volume=68
[1212] trade: price=9963.110000, volume=56
[1213] trade: price=9958.990000, volume=361
[1214] trade: price=9963.110000, volume=57
[1215] trade: price=9963.110000, volume=108
[1216] trade: price=9958.990000, volume=31
[1217] trade: price=9958.990000, volume=77
[1218] trade: price=9961.500000, volume=103
[1219] trade: price=9961.500000, volume=38
[1220] trade: price=9961.500000, volume=20
[1221] trade: price=9961.500000, volume=18
[1222] trade: price=9958.990000, volume=237
[1223] trade: price=9958.990000, volume=66
[1224] trade: price=9911.740000, volume=41
[1225] trade: price=9815.590000, volume=53
[1226] trade: price=9815.590000, volume=17
[1227] trade: price=9911.740000, volume=76
[1228] trade: price=9911.740000, volume=59
[1229] trade: price=9911.740000, volume=75
[1230] trade: price=9911.740000, volume=81
[1231] trade: price=9911.740000, volume=22
[1232] trade: price=9889.620000, volume=198
[1233] trade: price=9889.620000, volume=130
[1234] trade: price=9889.620000, volume=51
[1235] trade: price=9889.620000, volume=279
[1236] trade: price=9889.620000, volume=9
[1237] trade: price=9911.740000, volume=78
[1238] trade: price=9958.990000, volume=84
[1239] trade: price=9958.990000, volume=234
[1240] trade: price=9958.990000, volume=30
[1241] trade: price=9761.670000, volume=220
[1242] trade: price=9761.670000, volume=53
[1243] trade: price=9958.990000, volume=62
[1244] trade: price=9911.360000, volume=241
[1245] trade: price=9958.990000, volume=78
[1246] trade: price=9958.990000, volume=92
[1247] trade: price=9958.990000, volume=20
[1248] trade: price=9911.360000, volume=60
[1249] trade: price=9958.990000, volume=203
[1250] trade: price=9807.300000, volume=35
[1251] trade: price=9807.300000, volume=153
[1252] trade: price=9807.300000, volume=76
[1253] trade: price=9807.300000, volume=105
[1254] trade: price=10035.750000, volume=36
[1255] trade: price=10035.750000, volume=141
[1256] trade: price=9960.080000, volume=281
[1257] trade: price=9889.380000, volume=249
[1258] trade: price=9960.080000, volume=20
[1259] trade: price=9960.080000, volume=12
[1260] trade: price=9960.080000, volume=172
[1261] trade: price=9960.080000, volume=59
[1262] trade: price=10035.750000, volume=59
[1263] trade: price=10035.750000, volume=91
[1264] trade: price=10035.750000, volume=209
[1265] trade: price=9960.080000, volume=158
[1266] trade: price=9960.080000, volume=15
[1267] trade: price=9960.080000, volume=76
[1268] trade: price=9960.080000, volume=4
[1269] trade: price=9960.080000, volume=235
[1270] trade: price=9960.080000, volume=140
[1271] trade: price=9960.080000, volume=179
[1272] trade: price=9960.080000, volume=89
[1273] trade: price=9960.080000, volume=145
[1274] trade: price=9960.080000, volume=191
[1275] trade: price=9960.080000, volume=138
[1276] trade: price=9960.080000, volume=218
[1277] trade: price=9960.080000, volume=15
[1278] trade: price=9913.510000, volume=190
[1279] trade: price=9913.510000, volume=53
[1280] trade: price=9870.340000, volume=86
[1281] trade: price=9944.670000, volume=176
[1282] trade: price=9944.670000, volume=41
[1283] trade: price=9870.340000, volume=63
[1284] trade: price=9870.340000, volume=149
[1285] trade: price=9870.340000, volume=70
[1286] trade: price=9938.680000, volume=172
[1287] trade: price=9938.680000, volume=66
[1288] trade: price=9938.680000, volume=130
[1289] trade: price=9938.680000, volume=32
[1290] trade: price=9938.680000, volume=20
[1291] trade: price=9938.680000, volume=146
[1292] trade: price=9938.680000, volume=5
[1293] trade: price=9714.800000, volume=132
[1294] trade: price=9847.690000, volume=114
[1295] trade: price=9772.370000, volume=67
[1296] trade: price=9772.370000, volume=243
[1297] trade: price=9772.370000, volume=33
[1298] trade: price=9772.370000, volume=135
[1299] trade: price=9772.370000, volume=68
[1300] trade: price=9772.370000, volume=2
[1301] trade: price=9772.370000, volume=31
[1302] trade: price=9776.700000, volume=53
[1303] trade: price=9776.700000, volume=87
[1304] trade: price=9578.980000, volume=36
[1305] trade: price=9578.980000, volume=61
[1306] trade: price=9776.700000, volume=103
[1307] trade: price=9776.700000, volume=137
[1308] trade: price=9776.700000, volume=229
[1309] trade: price=9946.200000, volume=42
[1310] trade: price=9993.780000, volume=89
[1311] trade: price=9993.780000, volume=159
[1312] trade: price=9993.780000, volume=68
[1313] trade: price=9993.780000, volume=33
[1314] trade: price=9993.780000, volume=78
[1315] trade: price=9614.130000, volume=140
[1316] trade: price=9806.650000, volume=41
[1317] trade: price=9936.280000, volume=120
[1318] trade: price=9936.280000, volume=209
[1319] trade: price=9936.280000, volume=148
[1320] trade: price=9784.640000, volume=117
[1321] trade: price=9784.640000, volume=208
[1322] trade: price=9710.510000, volume=64
[1323] trade: price=9864.990000, volume=156
[1324] trade: price=9864.990000, volume=105
[1325] trade: price=9861.050000, volume=193
[1326] trade: price=9861.050000, volume=101
[1327] trade: price=9861.050000, volume=63
[1328] trade: price=9993.240000, volume=230
[1329] trade: price=9775.670000, volume=311
[1330] trade: price=9775.670000, volume=21
[1331] trade: price=9643.950000, volume=81
[1332] trade: price=9993.240000, volume=50
[1333] trade: price=10003.450000, volume=214
[1334] trade: price=10003.450000, volume=169
[1335] trade: price=10003.450000, volume=143
[1336] trade: price=9822.900000, volume=53
[1337] trade: price=9822.900000, volume=313
[1338] trade: price=9822.900000, volume=48
[1339] trade: price=9822.900000, volume=23
[1340] trade: price=10047.160000, volume=55
[1341] trade: price=10047.160000, volume=216
[1342] trade: price=10047.160000, volume=51
[1343] trade: price=9971.840000, volume=133
[1344] trade: price=9971.840000, volume=117
[1345] trade: price=9745.680000, volume=190
[1346] trade: price=9613.230000, volume=198
[1347] trade: price=9613.230000, volume=83
[1348] trade: price=9745.680000, volume=15
[1349] trade: price=9971.840000, volume=40
[1350] trade: price=10047.160000, volume=35
[1351] trade: price=10047.160000, volume=171
[1352] trade: price=10047.160000, volume=14
[1353] trade: price=9971.840000, volume=101
[1354] trade: price=9745.680000, volume=166
[1355] trade: price=10047.160000, volume=96
[1356] trade: price=10047.160000, volume=57
[1357] trade: price=10047.160000, volume=89
[1358] trade: price=10047.160000, volume=181
[1359] trade: price=10047.160000, volume=36
[1360] trade: price=10003.310000, volume=63
[1361] trade: price=9830.280000, volume=19
[1362] trade: price=9830.280000, volume=50
[1363] trade: price=9830.280000, volume=59
[1364] trade: price=9645.810000, volume=44
[1365] trade: price=9501.480000, volume=287
[1366] trade: price=9645.810000, volume=46
[1367] trade: price=9645.810000, volume=66
[1368] trade: price=9645.810000, volume=70
[1369] trade: price=9645.810000, volume=32
[1370] trade: price=9761.260000, volume=20
[1371] trade: price=9715.440000, volume=15
[1372] trade: price=9761.260000, volume=13
[1373] trade: price=9761.260000, volume=184
[1374] trade: price=9786.490000, volume=81
[1375] trade: price=9786.490000, volume=211
[1376] trade: price=9786.490000, volume=166
[1377] trade: price=9723.960000, volume=91
[1378] trade: price=9723.960000, volume=110
[1379] trade: price=9723.960000, volume=10
[1380] trade: price=9723.960000, volume=9
[1381] trade: price=9723.960000, volume=88
[1382] trade: price=9786.490000, volume=45
[1383] trade: price=9723.960000, volume=35
[1384] trade: price=9537.260000, volume=258
[1385] trade: price=9669.400000, volume=127
[1386] trade: price=9669.400000, volume=27
[1387] trade: price=9669.400000, volume=200
[1388] trade: price=9786.490000, volume=125
[1389] trade: price=9786.490000, volume=18
[1390] trade: price=9786.490000, volume=228
[1391] trade: price=9760.220000, volume=274
[1392] trade: price=9779.450000, volume=77
[1393] trade: price=9779.450000, volume=271
[1394] trade: price=9731.160000, volume=186
[1395] trade: price=9731.160000, volume=53
[1396] trade: price=9731.160000, volume=224
[1397] trade: price=9731.160000, volume=103
[1398] trade: price=9731.160000, volume=92
[1399] trade: price=9731.160000, volume=43
[1400] trade: price=9813.380000, volume=284
[1401] trade: price=9731.160000, volume=53
[1402] trade: price=9813.380000, volume=46
[1403] trade: price=9837.770000, volume=273
[1404] trade: price=9824.170000, volume=28
[1405] trade: price=9837.770000, volume=41
[1406] trade: price=9879.760000, volume=158
[1407] trade: price=9879.760000, volume=152
[1408] trade: price=9879.760000, volume=44
[1409] trade: price=9879.760000, volume=15
[1410] trade: price=9879.760000, volume=66
[1411] trade: price=9824.170000, volume=38
[1412] trade: price=9824.170000, volume=194
[1413] trade: price=9845.960000, volume=312
[1414] trade: price=9973.570000, volume=287
[1415] trade: price=10003.120000, volume=303
[1416] trade: price=10003.120000, volume=37
[1417] trade: price=9991.430000, volume=104
[1418] trade: price=10003.120000, volume=17
[1419] trade: price=10003.120000, volume=208
[1420] trade: price=9991.430000, volume=103
[1421] trade: price=9991.430000, volume=29
[1422] trade: price=9973.570000, volume=3
[1423] trade: price=9973.570000, volume=188
[1424] trade: price=9973.570000, volume=50
[1425] trade: price=9973.570000, volume=37
[1426] trade: price=9973.570000, volume=19
[1427] trade: price=9973.570000, volume=86
[1428] trade: price=9973.570000, volume=109
[1429] trade: price=9845.960000, volume=71
[1430] trade: price=9845.960000, volume=42
[1431] trade: price=9824.170000, volume=34
[1432] trade: price=9824.170000, volume=79
[1433] trade: price=10051.080000, volume=112
[1434] trade: price=9919.070000, volume=155
[1435] trade: price=9919.070000, volume=164
[1436] trade: price=9919.070000, volume=26
[1437] trade: price=9919.070000, volume=59
[1438] trade: price=9922.510000, volume=152
[1439] trade: price=9922.510000, volume=244
[1440] trade: price=9919.070000, volume=60
[1441] trade: price=9919.070000, volume=14
[1442] trade: price=9919.070000, volume=3
[1443] trade: price=9802.000000, volume=140
[1444] trade: price=9802.000000, volume=82
[1445] trade: price=9802.000000, volume=78
[1446] trade: price=9840.090000, volume=13
[1447] trade: price=9840.090000, volume=137
[1448] trade: price=9840.090000, volume=218
[1449] trade: price=9901.130000, volume=65
[1450] trade: price=9875.980000, volume=286
[1451] trade: price=9875.980000, volume=41
[1452] trade: price=9887.410000, volume=125
[1453] trade: price=9901.130000, volume=162
[1454] trade: price=9901.130000, volume=57
[1455] trade: price=9901.130000, volume=15
[1456] trade: price=10057.300000, volume=34
[1457] trade: price=10057.300000, volume=188
[1458] trade: price=10057.300000, volume=112
[1459] trade: price=10057.300000, volume=52
[1460] trade: price=10057.300000, volume=94
[1461] trade: price=10057.300000, volume=67
[1462] trade: price=10057.300000, volume=92
[1463] trade: price=10057.300000, volume=185
[1464] trade: price=10057.300000, volume=148
[1465] trade: price=10057.300000, volume=38
[1466] trade: price=9884.500000, volume=145
[1467] trade: price=9884.500000, volume=43
[1468] trade: price=9881.350000, volume=147
[1469] trade: price=9870.580000, volume=195
[1470] trade: price=9870.580000, volume=42
[1471] trade: price=9870.580000, volume=2
[1472] trade: price=9903.640000, volume=52
[1473] trade: price=9903.640000, volume=127
[1474] trade: price=9903.640000, volume=144
[1475] trade: price=9903.640000, volume=17
[1476] trade: price=9903.640000, volume=108
[1477] trade: price=9903.640000, volume=126
[1478] trade: price=9723.030000, volume=49
[1479] trade: price=9723.030000, volume=83
[1480] trade: price=9723.030000, volume=188
[1481] trade: price=9723.030000, volume=33
[1482] trade: price=9691.560000, volume=167
[1483] trade: price=9723.030000, volume=31
[1484] trade: price=9723.030000, volume=72
[1485] trade: price=9723.030000, volume=286
[1486] trade: price=9691.560000, volume=34
[1487] trade: price=9634.870000, volume=211
[1488] trade: price=9634.870000, volume=31
[1489] trade: price=9723.030000, volume=34
[1490] trade: price=9904.440000, volume=138
[1491] trade: price=9904.440000, volume=149
[1492] trade: price=9904.440000, volume=78
[1493] trade: price=9904.440000, volume=65
[1494] trade: price=9730.650000, volume=19
[1495] trade: price=9730.650000, volume=197
[1496] trade: price=9730.650000, volume=40
[1497] trade: price=9730.650000, volume=106
[1498] trade: price=9734.380000, volume=280
[1499] trade: price=9734.380000, volume=68
[1500] trade: price=9734.380000, volume=50
[1501] trade: price=9734.380000, volume=46
[1502] trade: price=9911.560000, volume=208
[1503] trade: price=9911.560000, volume=53
[1504] trade: price=9911.560000, volume=70
[1505] trade: price=9911.560000, volume=306
[1506] trade: price=9797.170000, volume=17
[1507] trade: price=9797.170000, volume=176
[1508] trade: price=9734.380000, volume=13
[1509] trade: price=9652.700000, volume=39
[1510] trade: price=9911.560000, volume=13
[1511] trade: price=9862.890000, volume=23
[1512] trade: price=9862.890000, volume=164
[1513] trade: price=9862.890000, volume=51
[1514] trade: price=9862.890000, volume=58
[1515] trade: price=9862.890000, volume=114
[1516] trade: price=9862.890000, volume=196
[1517] trade: price=9862.890000, volume=79
[1518] trade: price=9862.890000, volume=69
[1519] trade: price=9862.890000, volume=129
[1520] trade: price=9992.130000, volume=99
[1521] trade: price=9920.440000, volume=95
[1522] trade: price=9920.440000, volume=160
[1523] trade: price=9920.440000, volume=2
[1524] trade: price=9920.440000, volume=120
[1525] trade: price=9920.440000, volume=67
[1526] trade: price=9920.440000, volume=161
[1527] trade: price=9920.440000, volume=131
[1528] trade: price=9920.440000, volume=82
[1529] trade: price=9920.440000, volume=137
[1530] trade: price=9920.440000, volume=99
[1531] trade: price=9920.440000, volume=106
[1532] trade: price=9920.440000, volume=143
[1533] trade: price=9920.440000, volume=20
[1534] trade: price=9920.440000, volume=198
[1535] trade: price=9816.340000, volume=205
[1536] trade: price=9816.340000, volume=102
[1537] trade: price=9816.340000, volume=11
[1538] trade: price=9958.710000, volume=136
[1539] trade: price=9958.710000, volume=176
[1540] trade: price=9852.470000, volume=63
[1541] trade: price=9697.210000, volume=147
[1542] trade: price=9697.210000, volume=25
[1543] trade: price=9958.710000, volume=83
[1544] trade: price=9942.470000, volume=346
[1545] trade: price=9942.470000, volume=47
[1546] trade: price=9942.470000, volume=148
[1547] trade: price=9942.470000, volume=9
[1548] trade: price=9942.470000, volume=115
[1549] trade: price=9942.470000, volume=47
[1550] trade: price=9942.470000, volume=79
[1551] trade: price=9942.470000, volume=138
[1552] trade: price=9917.630000, volume=14
[1553] trade: price=9884.200000, volume=133
[1554] trade: price=9884.200000, volume=30
[1555] trade: price=9884.200000, volume=59
[1556] trade: price=9769.080000, volume=299
[1557] trade: price=9769.080000, volume=83
[1558] trade: price=9769.080000, volume=63
[1559] trade: price=9590.080000, volume=228
[1560] trade: price=9769.080000, volume=15
[1561] trade: price=9769.080000, volume=316
[1562] trade: price=9938.380000, volume=18
[1563] trade: price=9938.380000, volume=29
[1564] trade: price=9938.380000, volume=301
[1565] trade: price=9938.380000, volume=93
[1566] trade: price=9807.080000, volume=101
[1567] trade: price=9781.880000, volume=280
[1568] trade: price=9959.890000, volume=88
[1569] trade: price=10026.910000, volume=12
[1570] trade: price=10026.910000, volume=185
[1571] trade: price=10026.910000, volume=170
[1572] trade: price=10026.910000, volume=6
[1573] trade: price=9895.670000, volume=209
[1574] trade: price=9895.670000, volume=65
[1575] trade: price=9895.670000, volume=50
[1576] trade: price=9671.510000, volume=350
[1577] trade: price=9671.510000, volume=14
[1578] trade: price=9723.060000, volume=252
[1579] trade: price=9723.060000, volume=88
[1580] trade: price=9723.060000, volume=49
[1581] trade: price=9723.060000, volume=13
[1582] trade: price=9723.060000, volume=17
[1583] trade: price=9723.060000, volume=129
[1584] trade: price=9723.060000, volume=112
[1585] trade: price=9723.060000, volume=76
[1586] trade: price=9520.480000, volume=146
[1587] trade: price=9528.970000, volume=56
[1588] trade: price=9520.480000, volume=74
[1589] trade: price=9520.480000, volume=3
[1590] trade: price=9528.970000, volume=85
[1591] trade: price=9528.970000, volume=14
[1592] trade: price=9350.150000, volume=10
[1593] trade: price=9350.150000, volume=219
[1594] trade: price=9350.150000, volume=16
[1595] trade: price=9463.140000, volume=126
[1596] trade: price=9562.540000, volume=41
[1597] trade: price=9562.540000, volume=30
[1598] trade: price=9562.540000, volume=6
[1599] trade: price=9562.540000, volume=325
[1600] trade: price=9562.540000, volume=29
[1601] trade: price=9562.540000, volume=188
[1602] trade: price=9433.370000, volume=87
[1603] trade: price=9433.370000, volume=116
[1604] trade: price=9433.370000, volume=132
[1605] trade: price=9609.760000, volume=376
[1606] trade: price=9609.760000, volume=13
[1607] trade: price=9494.290000, volume=91
[1608] trade: price=9494.290000, volume=162
[1609] trade: price=9428.210000, volume=86
[1610] trade: price=9428.210000, volume=139
[1611] trade: price=9630.800000, volume=105
[1612] trade: price=9630.800000, volume=123
[1613] trade: price=9655.240000, volume=120
[1614] trade: price=9428.210000, volume=147
[1615] trade: price=9428.210000, volume=85
[1616] trade: price=9655.240000, volume=126
[1617] trade: price=9428.210000, volume=173
[1618] trade: price=9428.210000, volume=150
[1619] trade: price=9428.210000, volume=207
[1620] trade: price=9428.210000, volume=4
[1621] trade: price=9286.940000, volume=78
[1622] trade: price=9286.940000, volume=38
[1623] trade: price=9286.940000, volume=246
[1624] trade: price=9286.940000, volume=124
[1625] trade: price=9135.940000, volume=256
[1626] trade: price=9286.940000, volume=158
[1627] trade: price=9427.370000, volume=50
[1628] trade: price=9135.940000, volume=16
[1629] trade: price=9135.940000, volume=356
[1630] trade: price=9427.370000, volume=166
[1631] trade: price=9135.940000, volume=22
[1632] trade: price=9427.370000, volume=98
[1633] trade: price=9427.370000, volume=145
[1634] trade: price=9394.970000, volume=212
[1635] trade: price=9394.970000, volume=28
[1636] trade: price=9394.970000, volume=237
[1637] trade: price=9394.970000, volume=69
[1638] trade: price=9427.370000, volume=62
[1639] trade: price=9427.370000, volume=14
[1640] trade: price=9427.370000, volume=134
[1641] trade: price=9427.370000, volume=76
[1642] trade: price=9427.370000, volume=128
[1643] trade: price=9427.370000, volume=215
[1644] trade: price=9427.370000, volume=79
[1645] trade: price=9427.370000, volume=231
[1646] trade: price=9673.340000, volume=147
[1647] trade: price=9564.110000, volume=36
[1648] trade: price=9673.340000, volume=93
[1649] trade: price=9564.110000, volume=56
[1650] trade: price=9616.360000, volume=63
[1651] trade: price=9673.340000, volume=35
[1652] trade: price=9673.340000, volume=62
[1653] trade: price=9673.340000, volume=4
[1654] trade: price=9673.340000, volume=56
[1655] trade: price=9673.340000, volume=20
[1656] trade: price=9673.340000, volume=113
[1657] trade: price=9673.340000, volume=51
[1658] trade: price=9673.340000, volume=48
[1659] trade: price=9673.340000, volume=10
[1660] trade: price=9890.790000, volume=191
[1661] trade: price=9733.990000, volume=239
[1662] trade: price=9890.790000, volume=165
[1663] trade: price=9890.790000, volume=77
[1664] trade: price=9733.990000, volume=21
[1665] trade: price=9733.990000, volume=35
[1666] trade: price=9890.790000, volume=234
[1667] trade: price=9890.790000, volume=110
[1668] trade: price=9890.790000, volume=9
[1669] trade: price=9852.890000, volume=30
[1670] trade: price=9852.890000, volume=110
[1671] trade: price=9790.350000, volume=268
[1672] trade: price=9890.790000, volume=72
[1673] trade: price=9790.350000, volume=92
[1674] trade: price=9790.350000, volume=39
[1675] trade: price=9890.790000, volume=127
[1676] trade: price=9951.170000, volume=186
[1677] trade: price=9951.170000, volume=19
[1678] trade: price=9947.410000, volume=88
[1679] trade: price=9790.350000, volume=173
[1680] trade: price=9790.350000, volume=105
[1681] trade: price=9790.350000, volume=73
[1682] trade: price=9733.990000, volume=131
[1683] trade: price=9947.410000, volume=257
[1684] trade: price=9947.410000, volume=34
[1685] trade: price=9733.990000, volume=67
[1686] trade: price=9733.990000, volume=115
[1687] trade: price=9696.980000, volume=77
[1688] trade: price=9947.410000, volume=282
[1689] trade: price=9696.980000, volume=192
[1690] trade: price=9696.980000, volume=119
[1691] trade: price=9863.760000, volume=17
[1692] trade: price=9863.760000, volume=189
[1693] trade: price=9863.760000, volume=30
[1694] trade: price=9863.760000, volume=39
[1695] trade: price=9863.760000, volume=2
[1696] trade: price=9863.760000, volume=336
[1697] trade: price=9947.410000, volume=57
[1698] trade: price=9947.410000, volume=60
[1699] trade: price=10044.700000, volume=34
[1700] trade: price=10044.700000, volume=68
[1701] trade: price=9947.410000, volume=205
[1702] trade: price=9947.410000, volume=69
[1703] trade: price=9947.410000, volume=50
[1704] trade: price=9947.410000, volume=299
[1705] trade: price=9863.760000, volume=1
[1706] trade: price=9863.760000, volume=41
[1707] trade: price=9863.760000, volume=18
[1708] trade: price=9863.760000, volume=43
[1709] trade: price=10049.640000, volume=18
[1710] trade: price=10049.640000, volume=44
[1711] trade: price=10049.640000, volume=38
[1712] trade: price=10049.640000, volume=29
[1713] trade: price=9976.450000, volume=189
[1714] trade: price=9976.450000, volume=159
[1715] trade: price=9976.450000, volume=3
[1716] trade: price=9976.450000, volume=79
[1717] trade: price=9976.450000, volume=44
[1718] trade: price=9976.450000, volume=63
[1719] trade: price=9976.450000, volume=93
[1720] trade: price=9976.450000, volume=42
[1721] trade: price=9976.450000, volume=64
[1722] trade: price=10000.690000, volume=155
[1723] trade: price=10000.690000, volume=197
[1724] trade: price=9981.930000, volume=255
[1725] trade: price=9981.930000, volume=40
[1726] trade: price=9981.930000, volume=84
[1727] trade: price=9981.930000, volume=181
[1728] trade: price=9981.930000, volume=146
[1729] trade: price=9981.930000, volume=19
[1730] trade: price=9981.930000, volume=38
[1731] trade: price=10004.980000, volume=98
[1732] trade: price=9950.350000, volume=90
[1733] trade: price=9950.350000, volume=102
[1734] trade: price=9950.350000, volume=77
[1735] trade: price=9950.350000, volume=7
[1736] trade: price=9968.640000, volume=229
[1737] trade: price=9968.640000, volume=9
[1738] trade: price=9968.640000, volume=77
[1739] trade: price=9968.640000, volume=108
[1740] trade: price=9860.350000, volume=282
[1741] trade: price=10016.500000, volume=167
[1742] trade: price=9958.510000, volume=36
[1743] trade: price=10077.320000, volume=253
[1744] trade: price=10077.320000, volume=37
[1745] trade: price=9924.450000, volume=187
[1746] trade: price=9992.470000, volume=20
[1747] trade: price=9924.450000, volume=121
[1748] trade: price=9894.790000, volume=115
[1749] trade: price=9992.470000, volume=184
[1750] trade: price=9956.090000, volume=236
[1751] trade: price=9992.470000, volume=138
[1752] trade: price=9992.470000, volume=31
[1753] trade: price=9956.090000, volume=85
[1754] trade: price=9956.090000, volume=49
[1755] trade: price=9956.090000, volume=180
[1756] trade: price=9956.090000, volume=133
[1757] trade: price=9956.090000, volume=147
[1758] trade: price=9936.860000, volume=147
[1759] trade: price=9936.860000, volume=66
[1760] trade: price=9778.880000, volume=191
[1761] trade: price=9778.880000, volume=159
[1762] trade: price=9778.880000, volume=129
[1763] trade: price=9778.880000, volume=19
[1764] trade: price=9778.880000, volume=202
[1765] trade: price=9778.880000, volume=152
[1766] trade: price=9778.880000, volume=128
[1767] trade: price=9778.880000, volume=99
[1768] trade: price=9778.880000, volume=128
[1769] trade: price=9881.030000, volume=62
[1770] trade: price=9881.030000, volume=1
[1771] trade: price=9881.030000, volume=62
[1772] trade: price=9949.820000, volume=130
[1773] trade: price=9881.030000, volume=228
[1774] trade: price=9778.880000, volume=5
[1775] trade: price=9778.880000, volume=25
[1776] trade: price=9668.020000, volume=293
[1777] trade: price=9949.820000, volume=163
[1778] trade: price=9668.020000, volume=64
[1779] trade: price=9687.920000, volume=156
[1780] trade: price=9949.820000, volume=1
[1781] trade: price=9668.020000, volume=13
[1782] trade: price=9668.020000, volume=103
[1783] trade: price=9668.020000, volume=184
[1784] trade: price=9949.820000, volume=4
[1785] trade: price=9985.880000, volume=183
[1786] trade: price=9874.490000, volume=210
[1787] trade: price=9874.490000, volume=147
[1788] trade: price=9912.880000, volume=344
[1789] trade: price=9912.880000, volume=16
[1790] trade: price=9963.740000, volume=234
[1791] trade: price=9925.090000, volume=273
[1792] trade: price=9925.090000, volume=119
[1793] trade: price=9790.580000, volume=36
[1794] trade: price=9925.090000, volume=107
[1795] trade: price=9925.090000, volume=13
[1796] trade: price=9818.570000, volume=245
[1797] trade: price=9925.090000, volume=32
[1798] trade: price=9925.090000, volume=88
[1799] trade: price=10045.290000, volume=34
[1800] trade: price=10045.290000, volume=310
[1801] trade: price=9979.740000, volume=21
[1802] trade: price=9979.740000, volume=143
[1803] trade: price=9893.050000, volume=34
[1804] trade: price=9932.660000, volume=20
[1805] trade: price=9842.920000, volume=336
[1806] trade: price=9842.920000, volume=30
[1807] trade: price=9842.920000, volume=92
[1808] trade: price=9875.450000, volume=39
[1809] trade: price=9875.450000, volume=212
[1810] trade: price=9875.450000, volume=102
[1811] trade: price=9875.450000, volume=59
[1812] trade: price=9875.450000, volume=201
[1813] trade: price=9875.450000, volume=121
[1814] trade: price=9918.500000, volume=28
[1815] trade: price=10010.430000, volume=99
[1816] trade: price=10059.830000, volume=36
[1817] trade: price=10059.830000, volume=31
[1818] trade: price=10059.830000, volume=83
[1819] trade: price=10059.830000, volume=31
[1820] trade: price=10059.830000, volume=124
[1821] trade: price=10059.830000, volume=10
[1822] trade: price=10059.830000, volume=64
[1823] trade: price=10059.830000, volume=165
[1824] trade: price=10059.830000, volume=83
[1825] trade: price=10059.830000, volume=47
[1826] trade: price=10059.830000, volume=138
[1827] trade: price=10006.320000, volume=165
[1828] trade: price=10031.540000, volume=162
[1829] trade: price=10065.260000, volume=166
[1830] trade: price=10065.260000, volume=27
[1831] trade: price=9952.100000, volume=116
[1832] trade: price=9775.870000, volume=20
[1833] trade: price=9812.480000, volume=181
[1834] trade: price=9931.730000, volume=341
[1835] trade: price=9931.730000, volume=49
[1836] trade: price=9931.730000, volume=91
[1837] trade: price=9931.730000, volume=118
[1838] trade: price=9931.730000, volume=18
[1839] trade: price=9812.480000, volume=95
[1840] trade: price=9972.760000, volume=47
[1841] trade: price=9972.760000, volume=190
[1842] trade: price=9972.760000, volume=75
[1843] trade: price=9972.760000, volume=30
[1844] trade: price=9972.760000, volume=137
[1845] trade: price=9972.760000, volume=7
[1846] trade: price=9922.740000, volume=140
[1847] trade: price=9741.500000, volume=121
[1848] trade: price=9922.740000, volume=74
